budget,genre_id,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
70000000,28,1573,en,"Die Hard 2",57.6985,1990-07-02,240031000,124,Released,"Die Hard 2",6.6,1896
70000000,53,1573,en,"Die Hard 2",57.6985,1990-07-02,240031000,124,Released,"Die Hard 2",6.6,1896
45000000,28,1574,en,Chicago,32.2174,2002-12-26,306777000,113,Released,Chicago,6.9,677
45000000,35,1574,en,Chicago,32.2174,2002-12-26,306777000,113,Released,Chicago,6.9,677
45000000,80,1574,en,Chicago,32.2174,2002-12-26,306777000,113,Released,Chicago,6.9,677
45000000,18,1574,en,Chicago,32.2174,2002-12-26,306777000,113,Released,Chicago,6.9,677
45000000,10402,1574,en,Chicago,32.2174,2002-12-26,306777000,113,Released,Chicago,6.9,677
33000000,27,1576,en,"Resident Evil",40.7156,2002-03-15,102985000,100,Released,"Resident Evil",6.4,2065
33000000,28,1576,en,"Resident Evil",40.7156,2002-03-15,102985000,100,Released,"Resident Evil",6.4,2065
33000000,878,1576,en,"Resident Evil",40.7156,2002-03-15,102985000,100,Released,"Resident Evil",6.4,2065
45000000,27,1577,en,"Resident Evil: Apocalypse",29.8801,2004-09-10,129395000,94,Released,"Resident Evil: Apocalypse",6.1,1267
45000000,28,1577,en,"Resident Evil: Apocalypse",29.8801,2004-09-10,129395000,94,Released,"Resident Evil: Apocalypse",6.1,1267
45000000,878,1577,en,"Resident Evil: Apocalypse",29.8801,2004-09-10,129395000,94,Released,"Resident Evil: Apocalypse",6.1,1267
18000000,18,1578,en,"Raging Bull",35.5245,1980-11-14,23000000,129,Released,"Raging Bull",7.7,938
40000000,28,1579,en,Apocalypto,41.57,2006-12-07,120175000,139,Released,Apocalypto,7.3,1221
40000000,12,1579,en,Apocalypto,41.57,2006-12-07,120175000,139,Released,Apocalypto,7.3,1221
40000000,18,1579,en,Apocalypto,41.57,2006-12-07,120175000,139,Released,Apocalypto,7.3,1221
40000000,53,1579,en,Apocalypto,41.57,2006-12-07,120175000,139,Released,Apocalypto,7.3,1221
85000000,35,1581,en,"The Holiday",44.9675,2006-12-08,194169000,136,Released,"The Holiday",6.7,1225
85000000,10749,1581,en,"The Holiday",44.9675,2006-12-08,194169000,136,Released,"The Holiday",6.7,1225
35000000,35,1584,en,"School of Rock",43.0573,2003-10-03,131283000,108,Released,"School of Rock",6.7,1414
35000000,10402,1584,en,"School of Rock",43.0573,2003-10-03,131283000,108,Released,"School of Rock",6.7,1414
3180000,18,1585,en,"It's a Wonderful Life",42.8685,1946-12-20,9644120,130,Released,"It's a Wonderful Life",8,1076
3180000,10751,1585,en,"It's a Wonderful Life",42.8685,1946-12-20,9644120,130,Released,"It's a Wonderful Life",8,1076
3180000,14,1585,en,"It's a Wonderful Life",42.8685,1946-12-20,9644120,130,Released,"It's a Wonderful Life",8,1076
40000000,53,1586,en,"Secret Window",32.9084,2004-03-12,92913200,96,Released,"Secret Window",6.4,972
40000000,9648,1586,en,"Secret Window",32.9084,2004-03-12,92913200,96,Released,"Secret Window",6.4,972
11000000,10749,1587,en,"What's Eating Gilbert Grape",33.2828,1993-12-17,30000000,118,Released,"What's Eating Gilbert Grape",7.5,919
11000000,18,1587,en,"What's Eating Gilbert Grape",33.2828,1993-12-17,30000000,118,Released,"What's Eating Gilbert Grape",7.5,919
28000000,35,1588,en,"Bring It On",14.7543,2000-08-25,90449900,98,Released,"Bring It On",5.8,568
11000000,18,1590,en,"Copying Beethoven",5.06269,2006-09-10,0,104,Released,"Copying Beethoven",6.2,42
0,18,1591,de,"Nirgendwo in Afrika",3.48152,2001-12-11,0,140,Released,"Nowhere in Africa",7,32
110000000,28,1593,en,"Night at the Museum",48.78,2006-10-20,574481000,108,Released,"Night at the Museum",6.3,2862
110000000,12,1593,en,"Night at the Museum",48.78,2006-10-20,574481000,108,Released,"Night at the Museum",6.3,2862
110000000,35,1593,en,"Night at the Museum",48.78,2006-10-20,574481000,108,Released,"Night at the Museum",6.3,2862
110000000,10751,1593,en,"Night at the Museum",48.78,2006-10-20,574481000,108,Released,"Night at the Museum",6.3,2862
110000000,14,1593,en,"Night at the Museum",48.78,2006-10-20,574481000,108,Released,"Night at the Museum",6.3,2862
55000000,35,1597,en,"Meet the Parents",29.9722,2000-10-06,330444000,108,Released,"Meet the Parents",6.6,1698
55000000,10749,1597,en,"Meet the Parents",29.9722,2000-10-06,330444000,108,Released,"Meet the Parents",6.6,1698
35000000,80,1598,en,"Cape Fear",27.714,1991-11-15,182300000,128,Released,"Cape Fear",7,675
35000000,53,1598,en,"Cape Fear",27.714,1991-11-15,182300000,128,Released,"Cape Fear",7,675
22000000,35,1599,en,"I Heart Huckabees",14.9256,2004-09-10,0,106,Released,"I Heart Huckabees",6.2,239
22000000,10749,1599,en,"I Heart Huckabees",14.9256,2004-09-10,0,106,Released,"I Heart Huckabees",6.2,239
28,53,1613,en,"The 51st State",9.67003,2001-12-07,14,93,Released,"The 51st State",5.9,173
28,28,1613,en,"The 51st State",9.67003,2001-12-07,14,93,Released,"The 51st State",5.9,173
28,35,1613,en,"The 51st State",9.67003,2001-12-07,14,93,Released,"The 51st State",5.9,173
28,80,1613,en,"The 51st State",9.67003,2001-12-07,14,93,Released,"The 51st State",5.9,173
8500000,28,1619,en,"The Way of the Gun",8.77584,2000-09-08,19125400,119,Released,"The Way of the Gun",6.4,100
8500000,80,1619,en,"The Way of the Gun",8.77584,2000-09-08,19125400,119,Released,"The Way of the Gun",6.4,100
8500000,18,1619,en,"The Way of the Gun",8.77584,2000-09-08,19125400,119,Released,"The Way of the Gun",6.4,100
8500000,53,1619,en,"The Way of the Gun",8.77584,2000-09-08,19125400,119,Released,"The Way of the Gun",6.4,100
24000000,28,1620,en,Hitman,42.6693,2007-11-21,99965800,89,Released,Hitman,5.9,966
24000000,80,1620,en,Hitman,42.6693,2007-11-21,99965800,89,Released,Hitman,5.9,966
24000000,18,1620,en,Hitman,42.6693,2007-11-21,99965800,89,Released,Hitman,5.9,966
24000000,53,1620,en,Hitman,42.6693,2007-11-21,99965800,89,Released,Hitman,5.9,966
40600000,35,1621,en,"Trading Places",34.0222,1983-06-07,90400000,116,Released,"Trading Places",7.1,738
45000000,35,1624,en,"Liar Liar",26.7214,1997-03-21,181000000,86,Released,"Liar Liar",6.4,1424
126000000,28,1635,en,"The Island",37.6806,2005-07-20,162949000,136,Released,"The Island",6.5,1770
126000000,53,1635,en,"The Island",37.6806,2005-07-20,162949000,136,Released,"The Island",6.5,1770
126000000,878,1635,en,"The Island",37.6806,2005-07-20,162949000,136,Released,"The Island",6.5,1770
126000000,12,1635,en,"The Island",37.6806,2005-07-20,162949000,136,Released,"The Island",6.5,1770
48000000,14,1636,en,Bedazzled,19.348,2000-10-19,90383200,93,Released,Bedazzled,5.6,512
48000000,35,1636,en,Bedazzled,19.348,2000-10-19,90383200,93,Released,Bedazzled,5.6,512
48000000,10749,1636,en,Bedazzled,19.348,2000-10-19,90383200,93,Released,Bedazzled,5.6,512
30000000,28,1637,en,Speed,49.5267,1994-06-09,350448000,116,Released,Speed,6.8,1783
30000000,12,1637,en,Speed,49.5267,1994-06-09,350448000,116,Released,Speed,6.8,1783
30000000,80,1637,en,Speed,49.5267,1994-06-09,350448000,116,Released,Speed,6.8,1783
160000000,28,1639,en,"Speed 2: Cruise Control",23.3369,1997-06-13,164508000,121,Released,"Speed 2: Cruise Control",4.1,434
160000000,12,1639,en,"Speed 2: Cruise Control",23.3369,1997-06-13,164508000,121,Released,"Speed 2: Cruise Control",4.1,434
160000000,53,1639,en,"Speed 2: Cruise Control",23.3369,1997-06-13,164508000,121,Released,"Speed 2: Cruise Control",4.1,434
6500000,18,1640,en,Crash,28.2232,2004-01-13,98410100,112,Released,Crash,7.2,1149
22000000,80,1642,en,"The Net",23.2181,1995-07-28,110628000,114,Released,"The Net",5.6,354
22000000,18,1642,en,"The Net",23.2181,1995-07-28,110628000,114,Released,"The Net",5.6,354
22000000,9648,1642,en,"The Net",23.2181,1995-07-28,110628000,114,Released,"The Net",5.6,354
22000000,53,1642,en,"The Net",23.2181,1995-07-28,110628000,114,Released,"The Net",5.6,354
22000000,28,1642,en,"The Net",23.2181,1995-07-28,110628000,114,Released,"The Net",5.6,354
40000000,80,1645,en,"A Time to Kill",25.2198,1996-07-24,152266000,149,Released,"A Time to Kill",7,509
40000000,18,1645,en,"A Time to Kill",25.2198,1996-07-24,152266000,149,Released,"A Time to Kill",7,509
40000000,53,1645,en,"A Time to Kill",25.2198,1996-07-24,152266000,149,Released,"A Time to Kill",7,509
21000000,80,1646,en,"Freedom Writers",17.747,2007-01-05,41170800,123,Released,"Freedom Writers",7.5,356
21000000,18,1646,en,"Freedom Writers",17.747,2007-01-05,41170800,123,Released,"Freedom Writers",7.5,356
10000000,12,1648,en,"Bill & Ted's Excellent Adventure",25.9299,1989-02-17,40485000,90,Released,"Bill & Ted's Excellent Adventure",6.7,454
10000000,35,1648,en,"Bill & Ted's Excellent Adventure",25.9299,1989-02-17,40485000,90,Released,"Bill & Ted's Excellent Adventure",6.7,454
10000000,878,1648,en,"Bill & Ted's Excellent Adventure",25.9299,1989-02-17,40485000,90,Released,"Bill & Ted's Excellent Adventure",6.7,454
0,12,1649,en,"Bill & Ted's Bogus Journey",11.3497,1991-07-19,0,98,Released,"Bill & Ted's Bogus Journey",5.9,308
0,35,1649,en,"Bill & Ted's Bogus Journey",11.3497,1991-07-19,0,98,Released,"Bill & Ted's Bogus Journey",5.9,308
0,10751,1649,en,"Bill & Ted's Bogus Journey",11.3497,1991-07-19,0,98,Released,"Bill & Ted's Bogus Journey",5.9,308
0,14,1649,en,"Bill & Ted's Bogus Journey",11.3497,1991-07-19,0,98,Released,"Bill & Ted's Bogus Journey",5.9,308
0,878,1649,en,"Bill & Ted's Bogus Journey",11.3497,1991-07-19,0,98,Released,"Bill & Ted's Bogus Journey",5.9,308
0,80,1651,fr,"La sirène du Mississipi",3.65402,1969-06-18,0,123,Released,"Mississippi Mermaid",6.7,32
0,18,1651,fr,"La sirène du Mississipi",3.65402,1969-06-18,0,123,Released,"Mississippi Mermaid",6.7,32
0,10749,1651,fr,"La sirène du Mississipi",3.65402,1969-06-18,0,123,Released,"Mississippi Mermaid",6.7,32
75000000,28,1656,en,"The Legend of Zorro",31.0543,2005-10-24,142400000,129,Released,"The Legend of Zorro",5.9,893
75000000,12,1656,en,"The Legend of Zorro",31.0543,2005-10-24,142400000,129,Released,"The Legend of Zorro",5.9,893
8000000,99,1667,fr,"La Marche de l'empereur",17.5372,2005-01-26,127392000,80,Released,"March of the Penguins",6.9,358
8000000,10751,1667,fr,"La Marche de l'empereur",17.5372,2005-01-26,127392000,80,Released,"March of the Penguins",6.9,358
30000000,28,1669,en,"The Hunt for Red October",46.2122,1990-03-02,199200000,134,Released,"The Hunt for Red October",7.2,957
30000000,12,1669,en,"The Hunt for Red October",46.2122,1990-03-02,199200000,134,Released,"The Hunt for Red October",7.2,957
30000000,53,1669,en,"The Hunt for Red October",46.2122,1990-03-02,199200000,134,Released,"The Hunt for Red October",7.2,957
40000000,18,1677,en,Ray,21.7433,2004-10-29,124732000,152,Released,Ray,7.2,467
40000000,10402,1677,en,Ray,21.7433,2004-10-29,124732000,152,Released,Ray,7.2,467
40000000,27,1683,en,"The Reaping",13.4457,2007-04-05,62771100,99,Released,"The Reaping",5.4,205
3000000,12,1685,en,"Beneath the Planet of the Apes",24.3933,1970-05-01,18999700,95,Released,"Beneath the Planet of the Apes",6.2,361
3000000,878,1685,en,"Beneath the Planet of the Apes",24.3933,1970-05-01,18999700,95,Released,"Beneath the Planet of the Apes",6.2,361
3000000,9648,1685,en,"Beneath the Planet of the Apes",24.3933,1970-05-01,18999700,95,Released,"Beneath the Planet of the Apes",6.2,361
2500000,28,1687,en,"Escape from the Planet of the Apes",18.3096,1971-05-20,12348900,98,Released,"Escape from the Planet of the Apes",6.3,264
2500000,878,1687,en,"Escape from the Planet of the Apes",18.3096,1971-05-20,12348900,98,Released,"Escape from the Planet of the Apes",6.3,264
1700000,28,1688,en,"Conquest of the Planet of the Apes",18.8287,1972-06-29,9700000,88,Released,"Conquest of the Planet of the Apes",6.1,236
1700000,878,1688,en,"Conquest of the Planet of the Apes",18.8287,1972-06-29,9700000,88,Released,"Conquest of the Planet of the Apes",6.1,236
4800000,27,1690,en,Hostel,38.8319,2005-01-06,80578900,94,Released,Hostel,5.7,887
10200000,27,1691,en,"Hostel: Part II",20.7451,2007-06-08,35619500,93,Released,"Hostel: Part II",5.6,453
0,18,1696,en,"The Devil's Rejects",16.7545,2005-07-22,0,107,Released,"The Devil's Rejects",6.6,322
0,27,1696,en,"The Devil's Rejects",16.7545,2005-07-22,0,107,Released,"The Devil's Rejects",6.6,322
0,80,1696,en,"The Devil's Rejects",16.7545,2005-07-22,0,107,Released,"The Devil's Rejects",6.6,322
0,27,1698,de,Anatomie,5.02594,2000-02-03,0,103,Released,Anatomy,6.1,61
0,53,1698,de,Anatomie,5.02594,2000-02-03,0,103,Released,Anatomy,6.1,61
75000000,28,1701,en,"Con Air",45.1546,1997-06-01,224012000,115,Released,"Con Air",6.5,1270
75000000,53,1701,en,"Con Air",45.1546,1997-06-01,224012000,115,Released,"Con Air",6.5,1270
75000000,80,1701,en,"Con Air",45.1546,1997-06-01,224012000,115,Released,"Con Air",6.5,1270
1700000,28,1705,en,"Battle for the Planet of the Apes",13.3154,1973-06-15,8844600,93,Released,"Battle for the Planet of the Apes",5.5,215
1700000,878,1705,en,"Battle for the Planet of the Apes",13.3154,1973-06-15,8844600,93,Released,"Battle for the Planet of the Apes",5.5,215
0,18,1710,en,Copycat,14.2117,1995-10-27,0,124,Released,Copycat,6.4,194
0,53,1710,en,Copycat,14.2117,1995-10-27,0,124,Released,Copycat,6.4,194
55000000,18,1717,en,"All the King's Men",7.76822,2006-09-10,9450900,125,Released,"All the King's Men",5.7,95
55000000,53,1717,en,"All the King's Men",7.76822,2006-09-10,9450900,125,Released,"All the King's Men",5.7,95
57000000,18,1722,en,"Captain Corelli's Mandolin",9.06187,2001-08-17,62112900,131,Released,"Captain Corelli's Mandolin",5.5,145
57000000,36,1722,en,"Captain Corelli's Mandolin",9.06187,2001-08-17,62112900,131,Released,"Captain Corelli's Mandolin",5.5,145
57000000,10749,1722,en,"Captain Corelli's Mandolin",9.06187,2001-08-17,62112900,131,Released,"Captain Corelli's Mandolin",5.5,145
150000000,878,1724,en,"The Incredible Hulk",62.8983,2008-06-12,163712000,114,Released,"The Incredible Hulk",6.1,3021
150000000,28,1724,en,"The Incredible Hulk",62.8983,2008-06-12,163712000,114,Released,"The Incredible Hulk",6.1,3021
150000000,12,1724,en,"The Incredible Hulk",62.8983,2008-06-12,163712000,114,Released,"The Incredible Hulk",6.1,3021
6000000,80,1725,en,"West Side Story",23.4311,1961-10-18,43656800,152,Released,"West Side Story",7,389
6000000,18,1725,en,"West Side Story",23.4311,1961-10-18,43656800,152,Released,"West Side Story",7,389
6000000,10402,1725,en,"West Side Story",23.4311,1961-10-18,43656800,152,Released,"West Side Story",7,389
140000000,28,1726,en,"Iron Man",120.725,2008-04-30,585174000,126,Released,"Iron Man",7.4,8776
140000000,878,1726,en,"Iron Man",120.725,2008-04-30,585174000,126,Released,"Iron Man",7.4,8776
140000000,12,1726,en,"Iron Man",120.725,2008-04-30,585174000,126,Released,"Iron Man",7.4,8776
55000000,28,1729,en,"The Forbidden Kingdom",17.097,2008-04-18,127907000,104,Released,"The Forbidden Kingdom",6.3,461
55000000,12,1729,en,"The Forbidden Kingdom",17.097,2008-04-18,127907000,104,Released,"The Forbidden Kingdom",6.3,461
55000000,14,1729,en,"The Forbidden Kingdom",17.097,2008-04-18,127907000,104,Released,"The Forbidden Kingdom",6.3,461
98000000,12,1734,en,"The Mummy Returns",41.863,2001-04-28,433013000,130,Released,"The Mummy Returns",6,2206
98000000,28,1734,en,"The Mummy Returns",41.863,2001-04-28,433013000,130,Released,"The Mummy Returns",6,2206
98000000,14,1734,en,"The Mummy Returns",41.863,2001-04-28,433013000,130,Released,"The Mummy Returns",6,2206
145000000,12,1735,en,"The Mummy: Tomb of the Dragon Emperor",60.0342,2008-07-01,401129000,112,Released,"The Mummy: Tomb of the Dragon Emperor",5.2,1387
145000000,28,1735,en,"The Mummy: Tomb of the Dragon Emperor",60.0342,2008-07-01,401129000,112,Released,"The Mummy: Tomb of the Dragon Emperor",5.2,1387
145000000,14,1735,en,"The Mummy: Tomb of the Dragon Emperor",60.0342,2008-07-01,401129000,112,Released,"The Mummy: Tomb of the Dragon Emperor",5.2,1387
28000000,18,1770,en,"Michael Collins",8.31462,1996-10-25,16900000,132,Released,"Michael Collins",6.7,97
28000000,53,1770,en,"Michael Collins",8.31462,1996-10-25,16900000,132,Released,"Michael Collins",6.7,97
140000000,28,1771,en,"Captain America: The First Avenger",74.5062,2011-07-22,370570000,124,Released,"Captain America: The First Avenger",6.6,7047
140000000,12,1771,en,"Captain America: The First Avenger",74.5062,2011-07-22,370570000,124,Released,"Captain America: The First Avenger",6.6,7047
140000000,878,1771,en,"Captain America: The First Avenger",74.5062,2011-07-22,370570000,124,Released,"Captain America: The First Avenger",6.6,7047
6000000,99,1777,en,"Fahrenheit 9/11",16.2099,2004-06-25,119115000,122,Released,"Fahrenheit 9/11",6.8,397
160000,99,1779,en,"Roger & Me",3.2849,1989-09-01,6706370,91,Released,"Roger & Me",7.4,90
160000,36,1779,en,"Roger & Me",3.2849,1989-09-01,6706370,91,Released,"Roger & Me",7.4,90
1000000,99,1781,en,"An Inconvenient Truth",14.139,2006-01-24,46243000,100,Released,"An Inconvenient Truth",6.7,251
8200000,18,1788,en,Footloose,25.0341,1984-02-17,80035400,107,Released,Footloose,6.4,505
8200000,10751,1788,en,Footloose,25.0341,1984-02-17,80035400,107,Released,Footloose,6.4,505
8200000,10402,1788,en,Footloose,25.0341,1984-02-17,80035400,107,Released,Footloose,6.4,505
8200000,10749,1788,en,Footloose,25.0341,1984-02-17,80035400,107,Released,Footloose,6.4,505
55000000,35,1792,en,"Stuck on You",8.80252,2003-12-10,33828300,118,Released,"Stuck on You",5.1,188
0,18,1808,en,"Velvet Goldmine",10.9327,1998-10-23,1053790,119,Released,"Velvet Goldmine",6.9,116
0,10402,1808,en,"Velvet Goldmine",10.9327,1998-10-23,1053790,119,Released,"Velvet Goldmine",6.9,116
4000000,35,1809,en,"The Rules of Attraction",11.3873,2002-10-11,0,110,Released,"The Rules of Attraction",6.3,168
4000000,18,1809,en,"The Rules of Attraction",11.3873,2002-10-11,0,110,Released,"The Rules of Attraction",6.3,168
4000000,10749,1809,en,"The Rules of Attraction",11.3873,2002-10-11,0,110,Released,"The Rules of Attraction",6.3,168
57000000,18,1813,en,"The Devil's Advocate",33.8473,1997-10-17,152945000,144,Released,"The Devil's Advocate",7.2,1374
57000000,27,1813,en,"The Devil's Advocate",33.8473,1997-10-17,152945000,144,Released,"The Devil's Advocate",7.2,1374
57000000,9648,1813,en,"The Devil's Advocate",33.8473,1997-10-17,152945000,144,Released,"The Devil's Advocate",7.2,1374
57000000,53,1813,en,"The Devil's Advocate",33.8473,1997-10-17,152945000,144,Released,"The Devil's Advocate",7.2,1374
13000000,53,1817,en,"Phone Booth",38.0181,2002-09-09,97837100,81,Released,"Phone Booth",6.7,1062
13000000,18,1817,en,"Phone Booth",38.0181,2002-09-09,97837100,81,Released,"Phone Booth",6.7,1062
54000000,35,1819,en,"You, Me and Dupree",18.6004,2006-07-14,130431000,108,Released,"You, Me and Dupree",5.4,407
54000000,10749,1819,en,"You, Me and Dupree",18.6004,2006-07-14,130431000,108,Released,"You, Me and Dupree",5.4,407
75000000,35,1824,en,"50 First Dates",61.4376,2004-02-13,196483000,99,Released,"50 First Dates",6.6,2105
75000000,10749,1824,en,"50 First Dates",61.4376,2004-02-13,196483000,99,Released,"50 First Dates",6.6,2105
42000000,80,1830,en,"Lord of War",34.8282,2005-09-16,24127900,122,Released,"Lord of War",7,1335
42000000,18,1830,en,"Lord of War",34.8282,2005-09-16,24127900,122,Released,"Lord of War",7,1335
42000000,53,1830,en,"Lord of War",34.8282,2005-09-16,24127900,122,Released,"Lord of War",7,1335
25000000,35,1831,en,"The Next Best Thing",3.70751,2000-03-03,24362800,108,Released,"The Next Best Thing",4.3,29
10000000,14,1832,en,Dogma,14.5434,1999-11-12,30652900,130,Released,Dogma,6.8,823
10000000,35,1832,en,Dogma,14.5434,1999-11-12,30652900,130,Released,Dogma,6.8,823
10000000,12,1832,en,Dogma,14.5434,1999-11-12,30652900,130,Released,Dogma,6.8,823
40000000,18,1833,en,Rent,10.4337,2005-11-23,31670600,135,Released,Rent,6.7,155
40000000,10749,1833,en,Rent,10.4337,2005-11-23,31670600,135,Released,Rent,6.7,155
66000000,10749,1844,en,Entrapment,25.8778,1999-04-29,212404000,112,Released,Entrapment,6,602
66000000,18,1844,en,Entrapment,25.8778,1999-04-29,212404000,112,Released,Entrapment,6,602
66000000,9648,1844,en,Entrapment,25.8778,1999-04-29,212404000,112,Released,Entrapment,6,602
82000000,35,1850,en,"Man on the Moon",24.4442,1999-12-22,47434400,118,Released,"Man on the Moon",6.9,435
82000000,18,1850,en,"Man on the Moon",24.4442,1999-12-22,47434400,118,Released,"Man on the Moon",6.9,435
82000000,10749,1850,en,"Man on the Moon",24.4442,1999-12-22,47434400,118,Released,"Man on the Moon",6.9,435
63000000,18,1852,en,"World Trade Center",24.6975,2006-08-09,162946000,128,Released,"World Trade Center",5.9,447
63000000,36,1852,en,"World Trade Center",24.6975,2006-08-09,162946000,128,Released,"World Trade Center",5.9,447
63000000,53,1852,en,"World Trade Center",24.6975,2006-08-09,162946000,128,Released,"World Trade Center",5.9,447
150000000,12,1858,en,Transformers,25.4685,2007-06-27,709710000,144,Released,Transformers,6.6,4040
150000000,878,1858,en,Transformers,25.4685,2007-06-27,709710000,144,Released,Transformers,6.6,4040
150000000,28,1858,en,Transformers,25.4685,2007-06-27,709710000,144,Released,Transformers,6.6,4040
380000000,12,1865,en,"Pirates of the Caribbean: On Stranger Tides",135.414,2011-05-14,1045710000,136,Released,"Pirates of the Caribbean: On Stranger Tides",6.4,4948
380000000,28,1865,en,"Pirates of the Caribbean: On Stranger Tides",135.414,2011-05-14,1045710000,136,Released,"Pirates of the Caribbean: On Stranger Tides",6.4,4948
380000000,14,1865,en,"Pirates of the Caribbean: On Stranger Tides",135.414,2011-05-14,1045710000,136,Released,"Pirates of the Caribbean: On Stranger Tides",6.4,4948
30000000,36,1874,en,"Goodbye Bafana",12.2577,2007-02-11,0,140,Released,"Goodbye Bafana",7,38
30000000,18,1874,en,"Goodbye Bafana",12.2577,2007-02-11,0,140,Released,"Goodbye Bafana",7,38
18500000,12,1878,en,"Fear and Loathing in Las Vegas",44.5114,1998-05-22,10680300,118,Released,"Fear and Loathing in Las Vegas",7.2,1301
18500000,18,1878,en,"Fear and Loathing in Las Vegas",44.5114,1998-05-22,10680300,118,Released,"Fear and Loathing in Las Vegas",7.2,1301
18500000,35,1878,en,"Fear and Loathing in Las Vegas",44.5114,1998-05-22,10680300,118,Released,"Fear and Loathing in Las Vegas",7.2,1301
4200000,28,1880,en,"Red Dawn",11.7431,1984-08-10,38376500,114,Released,"Red Dawn",6.4,215
4200000,53,1880,en,"Red Dawn",11.7431,1984-08-10,38376500,114,Released,"Red Dawn",6.4,215
34000000,18,1883,en,"Malcolm X",19.8228,1992-11-18,48169900,202,Released,"Malcolm X",7.2,370
34000000,36,1883,en,"Malcolm X",19.8228,1992-11-18,48169900,202,Released,"Malcolm X",7.2,370
8000000,18,1885,en,"The Karate Kid",28.4566,1984-06-22,90815600,126,Released,"The Karate Kid",6.9,891
40000000,18,1887,en,"Marie Antoinette",22.3645,2006-05-24,60474300,123,Released,"Marie Antoinette",6.5,642
40000000,36,1887,en,"Marie Antoinette",22.3645,2006-05-24,60474300,123,Released,"Marie Antoinette",6.5,642
18000000,12,1891,en,"The Empire Strikes Back",78.5178,1980-05-17,538400000,124,Released,"The Empire Strikes Back",8.2,5879
18000000,28,1891,en,"The Empire Strikes Back",78.5178,1980-05-17,538400000,124,Released,"The Empire Strikes Back",8.2,5879
18000000,878,1891,en,"The Empire Strikes Back",78.5178,1980-05-17,538400000,124,Released,"The Empire Strikes Back",8.2,5879
32350000,12,1892,en,"Return of the Jedi",46.5091,1983-05-23,572700000,135,Released,"Return of the Jedi",7.9,4665
32350000,28,1892,en,"Return of the Jedi",46.5091,1983-05-23,572700000,135,Released,"Return of the Jedi",7.9,4665
32350000,878,1892,en,"Return of the Jedi",46.5091,1983-05-23,572700000,135,Released,"Return of the Jedi",7.9,4665
115000000,12,1893,en,"Star Wars: Episode I - The Phantom Menace",54.0353,1999-05-19,924318000,136,Released,"Star Wars: Episode I - The Phantom Menace",6.3,4432
115000000,28,1893,en,"Star Wars: Episode I - The Phantom Menace",54.0353,1999-05-19,924318000,136,Released,"Star Wars: Episode I - The Phantom Menace",6.3,4432
115000000,878,1893,en,"Star Wars: Episode I - The Phantom Menace",54.0353,1999-05-19,924318000,136,Released,"Star Wars: Episode I - The Phantom Menace",6.3,4432
120000000,12,1894,en,"Star Wars: Episode II - Attack of the Clones",43.9871,2002-05-15,649398000,142,Released,"Star Wars: Episode II - Attack of the Clones",6.4,3992
120000000,28,1894,en,"Star Wars: Episode II - Attack of the Clones",43.9871,2002-05-15,649398000,142,Released,"Star Wars: Episode II - Attack of the Clones",6.4,3992
120000000,878,1894,en,"Star Wars: Episode II - Attack of the Clones",43.9871,2002-05-15,649398000,142,Released,"Star Wars: Episode II - Attack of the Clones",6.4,3992
113000000,878,1895,en,"Star Wars: Episode III - Revenge of the Sith",44.1084,2005-05-17,850000000,140,Released,"Star Wars: Episode III - Revenge of the Sith",7.1,4116
113000000,12,1895,en,"Star Wars: Episode III - Revenge of the Sith",44.1084,2005-05-17,850000000,140,Released,"Star Wars: Episode III - Revenge of the Sith",7.1,4116
113000000,28,1895,en,"Star Wars: Episode III - Revenge of the Sith",44.1084,2005-05-17,850000000,140,Released,"Star Wars: Episode III - Revenge of the Sith",7.1,4116
48000000,53,1900,en,Traffic,25.1702,2000-12-27,207516000,147,Released,Traffic,6.9,562
48000000,18,1900,en,Traffic,25.1702,2000-12-27,207516000,147,Released,Traffic,6.9,562
48000000,80,1900,en,Traffic,25.1702,2000-12-27,207516000,147,Released,Traffic,6.9,562
0,35,1901,en,"In Good Company",15.3764,2004-12-29,0,109,Released,"In Good Company",5.9,194
0,18,1901,en,"In Good Company",15.3764,2004-12-29,0,109,Released,"In Good Company",5.9,194
0,10749,1901,en,"In Good Company",15.3764,2004-12-29,0,109,Released,"In Good Company",5.9,194
68000000,18,1903,en,"Vanilla Sky",27.2993,2001-12-10,203388000,136,Released,"Vanilla Sky",6.5,1078
68000000,9648,1903,en,"Vanilla Sky",27.2993,2001-12-10,203388000,136,Released,"Vanilla Sky",6.5,1078
68000000,10749,1903,en,"Vanilla Sky",27.2993,2001-12-10,203388000,136,Released,"Vanilla Sky",6.5,1078
68000000,878,1903,en,"Vanilla Sky",27.2993,2001-12-10,203388000,136,Released,"Vanilla Sky",6.5,1078
68000000,53,1903,en,"Vanilla Sky",27.2993,2001-12-10,203388000,136,Released,"Vanilla Sky",6.5,1078
85000000,18,1904,en,"Memoirs of a Geisha",16.5959,2005-12-06,162243000,145,Released,"Memoirs of a Geisha",7.3,652
85000000,36,1904,en,"Memoirs of a Geisha",16.5959,2005-12-06,162243000,145,Released,"Memoirs of a Geisha",7.3,652
85000000,10749,1904,en,"Memoirs of a Geisha",16.5959,2005-12-06,162243000,145,Released,"Memoirs of a Geisha",7.3,652
